OID,ec5_uuid,created_at,uploaded_at,title,1_Name_of_the_data_c,2_Date_of_Data_colle,3_Girth_of_the_tree_,4_Time_of_Data_colle,5_Name_of_the_tree__,Lat,Long,accuracy_6_Please_add_locatio,UTM_Northing_6_Please_add_locatio,UTM_Easting_6_Please_add_locatio,UTM_Zone_6_Please_add_locatio,7_Height_of_the_tree,8_Type_of_tree,9_Type_of_tree,10_Whether_fruiting_,11_Whether_flowering,12_Type_of_Leaves,13_Please_take_a_pho,14_Please_click_the_,15_Health_of_the_tre,16_Whether_bird_nest,17_Canopy_cover,18_Any_other_comment
467,427a9964-e94a-4078-bc6e-f9ddb62271f6,2024-11-10T05:39:23.000Z,2024-11-10T06:26:02.000Z,427a9964-e94a-4078-bc6e-f9ddb62271f6,Supriya Dipak Bakal,10-11-2024,45,11:07,Gulmohar tree,18.457798,73.855369,4,2041218,379136,43Q,15,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=427a9964-e94a-4078-bc6e-f9ddb62271f6_1731217148.jpg,,Looks Good ,no,Dense,
468,b491c239-5452-4097-92b8-576796793f07,2024-11-10T05:39:18.000Z,2024-11-10T05:40:38.000Z,b491c239-5452-4097-92b8-576796793f07,Rohit kumbhar,10-11-2024,180,11:06,Rain tree,18.4574,73.854641,8,2041174,379059,43Q,30,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=b491c239-5452-4097-92b8-576796793f07_1731217109.jpg,,Looks Good ,no,moderate,
469,6742a606-81f3-4831-b47a-feca2f0466f5,2024-11-10T05:39:09.000Z,2024-11-10T06:22:12.000Z,6742a606-81f3-4831-b47a-feca2f0466f5,Ketki Adkar,10-11-2024,180,11:07,Audumbar,18.46114,73.852886,6,2041589,378876,43Q,20,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=6742a606-81f3-4831-b47a-feca2f0466f5_1731217111.jpg,,Looks Good ,Yes,Dense,
470,531bbc46-6ca9-471b-ad7d-2dbf980cf725,2024-11-10T05:37:40.000Z,2024-11-10T06:20:41.000Z,531bbc46-6ca9-471b-ad7d-2dbf980cf725,Sakshika Gupta,10-11-2024,151,11:06,African Palm tree,18.459767,73.857182,5,2041434,379329,43Q,18,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=531bbc46-6ca9-471b-ad7d-2dbf980cf725_1731217037.jpg,,Looks Good ,no,moderate,
471,6ac3186f-7d26-40cb-a367-b50d170d6eb2,2024-11-10T05:37:23.000Z,2024-11-10T05:37:29.000Z,6ac3186f-7d26-40cb-a367-b50d170d6eb2,Shailesh Kumar,10-11-2024,40,11:05,Palm,18.457335,73.854543,6,2041167,379048,43Q,12,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=6ac3186f-7d26-40cb-a367-b50d170d6eb2_1731217025.jpg,,Looks Good ,no,sparse,
472,0a776de6-48df-4194-8174-db76dda11a95,2024-11-10T05:37:07.000Z,2024-11-10T07:52:53.000Z,0a776de6-48df-4194-8174-db76dda11a95,Vaishnavi Malpani,06-04-2000,36,11:00,Palm Tree,18.457631,73.855364,15,2041199,379135,43Q,36,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0a776de6-48df-4194-8174-db76dda11a95_1731216998.jpg,,looks dry ,no,sparse,"any of several kinds of tropical tree with a tall, slender, smooth trunk."
473,0a2e32a4-fa00-4f45-9a1b-1424a62411df,2024-11-10T05:36:29.000Z,2024-11-10T06:22:10.000Z,0a2e32a4-fa00-4f45-9a1b-1424a62411df,Ketki Adkar,10-11-2024,35,11:01,Custard apple,18.461151,73.852847,8,2041590,378872,43Q,12,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0a2e32a4-fa00-4f45-9a1b-1424a62411df_1731216946.jpg,,Looks Good ,Yes,moderate,
474,6f66e79c-2fe1-4d71-a7a6-a596250e0e6d,2024-11-10T05:36:20.000Z,2024-11-10T05:36:29.000Z,6f66e79c-2fe1-4d71-a7a6-a596250e0e6d,Souvic,10-11-2024,70,11:04,Mango,18.460113,73.856452,7,2041473,379252,43Q,9,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=6f66e79c-2fe1-4d71-a7a6-a596250e0e6d_1731216955.jpg,,Looks Good ,Yes,Dense,Nil
475,3fda10c5-34fd-486f-b835-aa7b31ec6a2a,2024-11-10T05:36:17.000Z,2024-11-10T05:36:26.000Z,3fda10c5-34fd-486f-b835-aa7b31ec6a2a,Sireesha,10-11-2024,30,11:03,Indian Almond,18.459786,73.853069,7,2041439,378894,43Q,7,Native,Deciduous ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=3fda10c5-34fd-486f-b835-aa7b31ec6a2a_1731216960.jpg,,Looks Good ,no,Dense,
476,958aa521-2f2e-46d7-918e-9f312413e104,2024-11-10T05:35:55.000Z,2024-11-10T06:20:39.000Z,958aa521-2f2e-46d7-918e-9f312413e104,Gayatri Deshpande,10-11-2024,150,11:03,African palm,18.45974,73.857259,6,2041431,379337,43Q,14,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=958aa521-2f2e-46d7-918e-9f312413e104_1731216890.jpg,,Looks Good ,no,sparse,Garbage  and water bottles lying around the tree.
477,9638969e-545c-4fc5-961c-ff7073dfbea6,2024-11-10T05:35:51.000Z,2024-11-10T05:43:48.000Z,9638969e-545c-4fc5-961c-ff7073dfbea6,Dattatraya Chaudhari,10-11-2024,58,11:03,Palm Tree,18.457343,73.854658,4,2041168,379061,43Q,20,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=9638969e-545c-4fc5-961c-ff7073dfbea6_1731216933.jpg,,Looks Good ,no,moderate,
478,56afc9ae-9fad-44cf-94ee-1b656a73ca16,2024-11-10T05:35:44.000Z,2024-11-10T06:12:44.000Z,56afc9ae-9fad-44cf-94ee-1b656a73ca16,Vijay bohra,10-11-2024,20,11:02,Gulmohar,18.457867,73.855251,10,2041225,379124,43Q,12,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=56afc9ae-9fad-44cf-94ee-1b656a73ca16_1731216912.jpg,,Looks Good ,no,Dense,Nil
479,77ded096-84ca-4e83-907d-1ee7b00945b6,2024-11-10T05:35:20.000Z,2024-11-10T06:26:01.000Z,77ded096-84ca-4e83-907d-1ee7b00945b6,Supriya Dipak Bakal,10-11-2024,70,11:03,Palm tree,18.457803,73.855248,4,2041218,379123,43Q,15,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=77ded096-84ca-4e83-907d-1ee7b00945b6_1731216903.jpg,,Looks Good ,no,Dense,
480,8df1c6fd-62fb-4234-83a1-0e11ae0ff38a,2024-11-10T05:34:53.000Z,2024-11-11T03:46:41.000Z,8df1c6fd-62fb-4234-83a1-0e11ae0ff38a,Namala charanya,10-11-2024,30,11:00,Ashoka tree,18.457752,73.855218,10,2041213,379120,43Q,15,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=8df1c6fd-62fb-4234-83a1-0e11ae0ff38a_1731216877.jpg,,Looks Good ,no,sparse,
481,3db2d941-7123-41e6-8da2-1548ff3567d1,2024-11-10T05:34:39.000Z,2024-11-10T06:20:41.000Z,3db2d941-7123-41e6-8da2-1548ff3567d1,Nitin,10-11-2024,7,11:03,Neem,18.46013,73.856547,5,2041475,379262,43Q,12,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=3db2d941-7123-41e6-8da2-1548ff3567d1_1731216865.jpg,,Looks Good ,no,sparse,
482,926c1b74-ac10-407e-90ce-5927d7020456,2024-11-10T05:34:32.000Z,2024-11-10T07:40:17.000Z,926c1b74-ac10-407e-90ce-5927d7020456,Manisha,10-11-2024,120,11:00,Guava,18.461256,73.852828,4,2041602,378870,43Q,10,Native,Deciduous ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=926c1b74-ac10-407e-90ce-5927d7020456_1731216764.jpg,,Looks Good ,no,Dense,It is a taller tree than usual Guava trees.
483,03d72263-d29c-4246-a81c-f29d7b59cb70,2024-11-10T05:34:06.000Z,2024-11-10T05:40:35.000Z,03d72263-d29c-4246-a81c-f29d7b59cb70,Rohit kumbhar,10-11-2024,140,11:02,Gulmohar,18.457532,73.854591,7,2041189,379054,43Q,32,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=03d72263-d29c-4246-a81c-f29d7b59cb70_1731216833.jpg,,Looks Good ,no,Dense,
484,48011788-f71d-45ed-9208-1d564207548c,2024-11-10T05:33:35.000Z,2024-11-10T05:33:43.000Z,48011788-f71d-45ed-9208-1d564207548c,Souvic,10-11-2024,150,11:00,Fig,18.460025,73.856558,2,2041463,379263,43Q,10,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=48011788-f71d-45ed-9208-1d564207548c_1731216769.jpg,,Looks Good ,no,Dense,Nil
485,31052852-ffaa-46f8-9fca-95cf484823df,2024-11-10T05:33:09.000Z,2024-11-10T05:43:46.000Z,31052852-ffaa-46f8-9fca-95cf484823df,Dattatraya Chaudhari,10-11-2024,32,11:01,Palm Tree,18.457352,73.854615,4,2041169,379056,43Q,15,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=31052852-ffaa-46f8-9fca-95cf484823df_1731216769.jpg,,Looks Good ,no,sparse,
486,c2bfd077-2a78-4e35-9099-647006cfb7a4,2024-11-10T05:33:05.000Z,2024-11-10T06:22:09.000Z,c2bfd077-2a78-4e35-9099-647006cfb7a4,Lakshita,10-11-2024,45,10:58,Dinner Plate Tree ( Bayur),18.461276,73.852619,3,2041604,378848,43Q,3,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=c2bfd077-2a78-4e35-9099-647006cfb7a4_1731216769.jpg,,Looks Good ,no,moderate,
487,230b3254-d0bf-4c36-99b6-664e8bac0ccd,2024-11-10T05:33:00.000Z,2024-11-10T05:33:08.000Z,230b3254-d0bf-4c36-99b6-664e8bac0ccd,Trupti Pundekar,10-11-2024,150,11:00,Gulmohar,18.45722,73.854631,13,2041154,379058,43Q,125,Exotic ,Evergreen ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=230b3254-d0bf-4c36-99b6-664e8bac0ccd_1731216748.jpg,,Looks Good ,no,moderate,Healthy
488,fe1a7503-4eef-413b-8c74-d63bdab2a245,2024-11-10T05:32:57.000Z,2024-11-10T05:34:31.000Z,fe1a7503-4eef-413b-8c74-d63bdab2a245,Shailesh Kumar,10-11-2024,180,10:59,Siris,18.457358,73.854592,18,2041169,379054,43Q,20,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=fe1a7503-4eef-413b-8c74-d63bdab2a245_1731216736.jpg,,Looks Good ,no,moderate,SCIENTIFIC NAME MAY BE DIFFERENT
489,930d2319-c041-45e2-81bc-03c43a1b2549,2024-11-10T05:32:19.000Z,2024-11-10T06:22:49.000Z,930d2319-c041-45e2-81bc-03c43a1b2549,Archana Kadam,10-11-2024,30,10:57,Jackfruit,18.461292,73.852674,14,2041606,378854,43Q,7,Native,Evergreen ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=930d2319-c041-45e2-81bc-03c43a1b2549_1731216685.jpg,,Looks Good ,no,moderate,
490,8cbbe2b4-5f4e-4735-9f5e-c559e2fc254a,2024-11-10T05:31:53.000Z,2024-11-10T06:25:58.000Z,8cbbe2b4-5f4e-4735-9f5e-c559e2fc254a,Supriya Dipak Bakal,10-11-2024,5,10:58,"Blackberry tree,( jambul)",18.457796,73.855151,4,2041217,379113,43Q,9,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=8cbbe2b4-5f4e-4735-9f5e-c559e2fc254a_1731216697.jpg,,Looks Good ,no,moderate,
491,a8cfd51d-7531-4c4f-85dc-e29b55d90cd1,2024-11-10T05:31:46.000Z,2024-11-10T06:20:37.000Z,a8cfd51d-7531-4c4f-85dc-e29b55d90cd1,Gayatri Deshpande,10-11-2024,160,10:59,African Palm Tree,18.459768,73.857313,4,2041434,379343,43Q,17,Exotic ,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=a8cfd51d-7531-4c4f-85dc-e29b55d90cd1_1731216683.jpg,,Looks Good ,no,moderate,No
492,82e59196-0251-4c51-9db0-e27ae6051b74,2024-11-10T05:31:41.000Z,2024-11-10T05:31:48.000Z,82e59196-0251-4c51-9db0-e27ae6051b74,Sireesha,10-11-2024,40,10:59,eucalyptus,18.459793,73.853112,6,2041440,378899,43Q,20,Exotic ,Deciduous ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=82e59196-0251-4c51-9db0-e27ae6051b74_1731216675.jpg,,looks dry ,no,sparse,
493,4069158b-cf62-4fcd-b8be-9258d4faaaba,2024-11-10T05:31:23.000Z,2024-11-10T05:40:34.000Z,4069158b-cf62-4fcd-b8be-9258d4faaaba,Rohit kumbhar,10-11-2024,135,11:00,Gulmohar,18.457531,73.854729,8,2041188,379068,43Q,30,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=4069158b-cf62-4fcd-b8be-9258d4faaaba_1731216665.jpg,,Looks Good ,no,Dense,
494,43252434-4670-45a9-bb9b-b99fcf3ec1cc,2024-11-10T05:31:12.000Z,2024-11-10T06:12:41.000Z,43252434-4670-45a9-bb9b-b99fcf3ec1cc,Vijay bohra,10-11-2024,15,10:59,Gulmohar,18.457908,73.855127,4,2041230,379110,43Q,10,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=43252434-4670-45a9-bb9b-b99fcf3ec1cc_1731216647.jpg,,Looks Good ,no,Dense,Nil
495,2b57f493-10b8-465a-ba41-78a8b6d36b15,2024-11-10T05:31:04.000Z,2024-11-10T06:22:08.000Z,2b57f493-10b8-465a-ba41-78a8b6d36b15,Ketki Adkar,10-11-2024,40,10:55,Mahua,18.461173,73.852809,12,2041593,378868,43Q,20,Native,Deciduous ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=2b57f493-10b8-465a-ba41-78a8b6d36b15_1731216609.jpg,,Looks Good ,no,moderate,
496,0a03aeff-7ed4-4154-a96a-9b67a4413266,2024-11-10T05:30:31.000Z,2024-11-10T06:20:38.000Z,0a03aeff-7ed4-4154-a96a-9b67a4413266,Nitin,10-11-2024,40,10:57,Umbar,18.460057,73.856991,4,2041466,379309,43Q,7,Native,Evergreen ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0a03aeff-7ed4-4154-a96a-9b67a4413266_1731216588.jpg,,Looks Good ,Yes,Dense,
497,c426dfff-d44b-4740-8ffd-3d45c56f27a7,2024-11-10T05:29:45.000Z,2024-11-10T06:20:55.000Z,c426dfff-d44b-4740-8ffd-3d45c56f27a7,Anoop kumar,10-11-2024,8,10:56,Plumeria Alba,18.459828,73.853025,2,2041444,378890,43Q,1,Exotic ,Deciduous ,No,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=c426dfff-d44b-4740-8ffd-3d45c56f27a7_1731216548.jpg,,looks dry ,no,moderate,Watering is necessary
498,e3c96642-021f-4abb-9497-5ae7687c1979,2024-11-10T05:29:38.000Z,2024-11-10T05:43:44.000Z,e3c96642-021f-4abb-9497-5ae7687c1979,Dattatraya Chaudhari,10-11-2024,45,10:57,Palm Tree,18.457379,73.854591,4,2041172,379053,43Q,15,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=e3c96642-021f-4abb-9497-5ae7687c1979_1731216553.jpg,,Looks Good ,no,moderate,
499,d1edc2b0-1e9d-4769-affd-971810a75ca4,2024-11-10T05:29:28.000Z,2024-11-10T07:40:15.000Z,d1edc2b0-1e9d-4769-affd-971810a75ca4,Manisha,10-11-2024,50,10:55,Mango,18.461253,73.852806,6,2041602,378868,43Q,10,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=d1edc2b0-1e9d-4769-affd-971810a75ca4_1731216518.jpg,,Looks Good ,no,Dense,Nothing
500,3d6c9abe-2a0f-4549-96aa-14a1eb54edec,2024-11-10T05:28:49.000Z,2024-11-10T05:40:32.000Z,3d6c9abe-2a0f-4549-96aa-14a1eb54edec,Rohit kumbhar,10-11-2024,210,10:57,Gulmohar,18.457548,73.854879,9,2041190,379084,43Q,30,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=3d6c9abe-2a0f-4549-96aa-14a1eb54edec_1731216509.jpg,,Looks Good ,no,Dense,
501,b74856e7-2bb1-48ea-9b2c-c5602440d62f,2024-11-10T05:28:44.000Z,2024-11-11T03:46:39.000Z,b74856e7-2bb1-48ea-9b2c-c5602440d62f,Namala charanya,10-11-2024,500,10:55,Banayan tree,18.457734,73.855246,4,2041211,379123,43Q,14,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=b74856e7-2bb1-48ea-9b2c-c5602440d62f_1731216486.jpg,,Looks Good ,no,moderate,
502,aa8c74c8-4cff-4f90-9f77-00df089a1797,2024-11-10T05:28:43.000Z,2024-11-10T06:12:39.000Z,aa8c74c8-4cff-4f90-9f77-00df089a1797,Vijay bohra,10-11-2024,10,10:54,Badam,18.457885,73.855121,10,2041227,379110,43Q,7,Native,Deciduous ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=aa8c74c8-4cff-4f90-9f77-00df089a1797_1731216478.jpg,,Looks Good ,no,Dense,Nil
503,c61b1440-fc2d-4d6c-8f17-420986d8a8bd,2024-11-10T05:28:34.000Z,2024-11-10T05:28:54.000Z,c61b1440-fc2d-4d6c-8f17-420986d8a8bd,Vaishnavi,06-04-2000,38,10:54,Palm Tree,18.457836,73.855104,4,2041222,379108,43Q,40,Exotic ,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=c61b1440-fc2d-4d6c-8f17-420986d8a8bd_1731216423.jpg,,looks dry ,no,sparse,"Several kinds of tropical tree with a tall, slender, smooth trunk, no branches, and large, spreading leaves at the top."
504,373dee44-3c13-43a5-ac7c-52ef43fb3b83,2024-11-10T05:27:56.000Z,2024-11-10T05:28:04.000Z,373dee44-3c13-43a5-ac7c-52ef43fb3b83,Sireesha,10-11-2024,25,10:55,Indian Almond,18.459847,73.852981,11,2041446,378885,43Q,15,Native,Deciduous ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=373dee44-3c13-43a5-ac7c-52ef43fb3b83_1731216452.jpg,,Looks Good ,no,Dense,
505,a1c4facd-b125-41ac-a33b-61f3a7feb091,2024-11-10T05:27:49.000Z,2024-11-10T05:27:57.000Z,a1c4facd-b125-41ac-a33b-61f3a7feb091,Souvic,10-11-2024,38,10:55,Ashok,18.459868,73.857203,6,2041445,379331,43Q,4,Native,Evergreen ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=a1c4facd-b125-41ac-a33b-61f3a7feb091_1731216402.jpg,,Looks Good ,no,moderate,The tree has been shortened by cutting a major part of trunk
506,656a87ba-c18a-44e1-96c3-5e85dcb8fff3,2024-11-10T05:27:46.000Z,2024-11-10T06:20:35.000Z,656a87ba-c18a-44e1-96c3-5e85dcb8fff3,Sakshika Gupta,10-11-2024,156,10:52,Palm Tree,18.459734,73.857371,3,2041430,379349,43Q,15,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=656a87ba-c18a-44e1-96c3-5e85dcb8fff3_1731216421.jpg,,Looks Good ,no,moderate,No
507,42dab418-e30c-4fef-8e32-a212ed4a179b,2024-11-10T05:27:39.000Z,2024-11-10T05:27:50.000Z,42dab418-e30c-4fef-8e32-a212ed4a179b,Trupti Pundekar,10-11-2024,135,10:52,Gulmohar,18.457203,73.854711,25,2041152,379066,43Q,30,Exotic ,Evergreen ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=42dab418-e30c-4fef-8e32-a212ed4a179b_1731216373.jpg,,Looks Good ,no,moderate,Good shady tree
508,871b622a-b659-40ba-8de7-6f5cd3db8ec2,2024-11-10T05:27:32.000Z,2024-11-10T06:25:56.000Z,871b622a-b659-40ba-8de7-6f5cd3db8ec2,Supriya Dipak Bakal,10-11-2024,30,10:55,Gulmohar tree,18.457795,73.855088,4,2041217,379106,43Q,13,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=871b622a-b659-40ba-8de7-6f5cd3db8ec2_1731216429.jpg,,Looks Good ,no,moderate,
509,a7c519b1-941e-4fe6-aeb5-a4c9e183dc1c,2024-11-10T05:27:03.000Z,2024-11-10T06:22:07.000Z,a7c519b1-941e-4fe6-aeb5-a4c9e183dc1c,Lakshita,10-11-2024,50,10:50,Indian Fig,18.461274,73.852733,4,2041604,378860,43Q,4,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=a7c519b1-941e-4fe6-aeb5-a4c9e183dc1c_1731216399.jpg,,Looks Good ,no,moderate,
510,694fe1b5-bb69-443f-9f97-78c9ca97672e,2024-11-10T05:26:06.000Z,2024-11-10T06:20:36.000Z,694fe1b5-bb69-443f-9f97-78c9ca97672e,Nitin,10-11-2024,30,10:53,Mango,18.459845,73.857271,4,2041443,379338,43Q,15,Native,Evergreen ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=694fe1b5-bb69-443f-9f97-78c9ca97672e_1731216351.jpg,,Looks Good ,no,moderate,
511,e7454534-7a83-4022-990e-7e98aa2930c3,2024-11-10T05:25:19.000Z,2024-11-10T05:43:42.000Z,e7454534-7a83-4022-990e-7e98aa2930c3,Dattatraya Chaudhari,10-11-2024,75,10:53,Palm Tree,18.457486,73.854574,4,2041184,379052,43Q,25,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=e7454534-7a83-4022-990e-7e98aa2930c3_1731216299.jpg,,Looks Good ,no,moderate,
512,cc26c2c3-8915-4422-98e1-b755b57272f2,2024-11-10T05:25:07.000Z,2024-11-10T05:25:18.000Z,cc26c2c3-8915-4422-98e1-b755b57272f2,Shailesh Kumar,10-11-2024,150,10:49,Palm,18.457437,73.854553,5,2041178,379049,43Q,20,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=cc26c2c3-8915-4422-98e1-b755b57272f2_1731216266.jpg,,Looks Good ,no,sparse,No
513,7ef98d07-40c9-4e0a-9cc0-95c2f2704a1b,2024-11-10T05:24:40.000Z,2024-11-10T06:20:53.000Z,7ef98d07-40c9-4e0a-9cc0-95c2f2704a1b,Anoop kumar,10-11-2024,20,10:52,Indian Almond,18.4598,73.853023,2,2041441,378890,43Q,7,Native,Deciduous ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=7ef98d07-40c9-4e0a-9cc0-95c2f2704a1b_1731216244.jpg,,Looks Good ,no,Dense,Small tree
514,e30b6f41-b82f-4ca8-894e-5afeeb7c616d,2024-11-10T05:24:40.000Z,2024-11-10T05:25:08.000Z,e30b6f41-b82f-4ca8-894e-5afeeb7c616d,Sireesha,10-11-2024,90,10:52,eucalyptus,18.459882,73.852922,4,2041450,378879,43Q,18,Exotic ,Deciduous ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=e30b6f41-b82f-4ca8-894e-5afeeb7c616d_1731216260.jpg,,Looks Good ,no,sparse,NA
